Text,Tag,Tag - Color,Tag - Group,Tag - Board,Note - Title,Note - Group,Note - Board,Note - Country,Note - Account,Note - Sector,Note - Account type,Note - Status,Insights,Created,URL
" The university has extensive IT logs, but lacks a system to analyse and exploit this information - there has been potential interested in Jisc managed SIEM, though lack of 24/7 cover is a block on progress.",Managed SIEM,#230078,Cyber security,Digital Infrastructure,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:18,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIAMgBkADcANwA4AGEANAA5AC0AMgA0AGYANQAtADQAYgAyADMALQBhAGIANABkAC0AOQA1ADkAZgAxAGIAMQBhADAAOQA4ADUAIgB9AA
consideration again of staff and student digital capabilities and student experience - possible user of the digital experience insights service.,Digital skills of learners,#ff6e00,Digital skills and capabilities,Tags,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:27,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIAMwAwAGIAZAA3AGYAMgBjAC0AOQBmADcANQAtADQANAA5ADIALQA4ADIAZAA3AC0AOAAzADcAOQAyAGUAZQA1AGYAZgAwAGEAIgB9AA
consideration again of staff and student digital capabilities and student experience - possible user of the digital experience insights service.,Data and analytics,#e64632,L&T strategy,Learning and teaching,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:27,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIAMwAwAGIAZAA3AGYAMgBjAC0AOQBmADcANQAtADQANAA5ADIALQA4ADIAZAA3AC0AOAAzADcAOQAyAGUAZQA1AGYAZgAwAGEAIgB9AA
consideration again of staff and student digital capabilities and student experience - possible user of the digital experience insights service.,Learner experience,#ff6e00,Digital pedogogy,Learning and teaching,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:27,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIAMwAwAGIAZAA3AGYAMgBjAC0AOQBmADcANQAtADQANAA5ADIALQA4ADIAZAA3AC0AOAAzADcAOQAyAGUAZQA1AGYAZgAwAGEAIgB9AA
consideration again of staff and student digital capabilities and student experience - possible user of the digital experience insights service.,Training,#a00064,Capacity building,Tags,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:27,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIAMwAwAGIAZAA3AGYAMgBjAC0AOQBmADcANQAtADQANAA5ADIALQA4ADIAZAA3AC0AOAAzADcAOQAyAGUAZQA1AGYAZgAwAGEAIgB9AA
consideration again of staff and student digital capabilities and student experience - possible user of the digital experience insights service.,Insights tracker,#dc3c8c,Digital pedogogy,Learning and teaching,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:27,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIAMwAwAGIAZAA3AGYAMgBjAC0AOQBmADcANQAtADQANAA5ADIALQA4ADIAZAA3AC0AOAAzADcAOQAyAGUAZQA1AGYAZgAwAGEAIgB9AA
consideration again of staff and student digital capabilities and student experience - possible user of the digital experience insights service.,Digital capabilities,#a00064,Digital skills and capabilities,Tags,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:27,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIAMwAwAGIAZAA3AGYAMgBjAC0AOQBmADcANQAtADQANAA5ADIALQA4ADIAZAA3AC0AOAAzADcAOQAyAGUAZQA1AGYAZgAwAGEAIgB9AA
The 2019/20 network refresh included the full suite of Cisco security services and the IT team are keen to discuss with Jisc how best to work together to share threat intelligence and ensure local and Jisc capability complement and support each other. ,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:19,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIANgBjADAAMAA4ADYAMQBhAC0AMAAyADMAYgAtADQAOAAzAGMALQBhADcAZQAxAC0ANAA2AGIANgA1AGMANgBjAGUANQBjADUAIgB9AA
The switch to online learning driven by Covid implies a need for greater support in this area,Digital pedagogy,#ff6e00,Digital pedogogy,Learning and teaching,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:22,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIANwAxAGIANwA2ADAAOAA4AC0AZgBjAGQAYgAtADQAZgBmADQALQBhADEAOAA1AC0ANQA3ADAANQAzAGQAZAA1ADQAYgBjADgAIgB9AA
The 2019 data breach has strengthened the university's resolve to improve its security posture and data management and there is an implied need for further guidance and support by Jisc where we can add value and have sector specific expertise to share.,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:20,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIANwA1ADMAMwAzADgAMQAyAC0AOQBkADMAMgAtADQAZgAzADYALQBhADAAYwA0AC0AYwA0AGIANAA5ADQAZgA1ADMAMwA3AGIAIgB9AA
The 2019 data breach has strengthened the university's resolve to improve its security posture and data management and there is an implied need for further guidance and support by Jisc where we can add value and have sector specific expertise to share.,Training,#a00064,Capacity building,Tags,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:20,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIANwA1ADMAMwAzADgAMQAyAC0AOQBkADMAMgAtADQAZgAzADYALQBhADAAYwA0AC0AYwA0AGIANAA5ADQAZgA1ADMAMwA3AGIAIgB9AA
Research systems are under review - potential interest in the Jisc research repository and digital preservation services.,RDM,#00b4c8,Research,Tags,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:19,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIAYQBjADIAMwAyADUAMABkAC0AYgBhAGIAYgAtADQAZgA4AGUALQA5ADcANwBiAC0AMQAwADgANwAxAGMAYgBiAGYAZAAwAGMAIgB9AA
"The expanding university estate and new IT applications (including low latency) has required regular review of connectivity and alternative provision, such as Netpath.",Campus redevelopment,#230078,General IT,Digital Infrastructure,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:20,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIAYwA1ADcAZQBkADcANgBiAC0AYwAxAGQAZgAtADQAMwAyADAALQA4AGEAMwA3AC0ANABmADYAMQBmADAANABiADkAMABjADUAIgB9AA
"The expanding university estate and new IT applications (including low latency) has required regular review of connectivity and alternative provision, such as Netpath.",Intersite connectivity,#230078,Network and connectivity,Digital Infrastructure,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:20,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIAYwA1ADcAZQBkADcANgBiAC0AYwAxAGQAZgAtADQAMwAyADAALQA4AGEAMwA3AC0ANABmADYAMQBmADAANABiADkAMABjADUAIgB9AA
Potential for further support around TNE content licensing and connectivity as the university realises its medium to long term strategy to develop partnerships in North America and China.,Intersite connectivity,#230078,Network and connectivity,Digital Infrastructure,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:28,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIAZQA2AGMANwAwAGQAMAA5AC0ANAAyADEAZAAtADQAMgAxAGEALQBhADcANAAzAC0AYQBiADEAOQBhADEAZQBjADQAMAA1ADcAIgB9AA
Potential for further support around TNE content licensing and connectivity as the university realises its medium to long term strategy to develop partnerships in North America and China.,International,#e64632,L&T strategy,Learning and teaching,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:28,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIAZQA2AGMANwAwAGQAMAA5AC0ANAAyADEAZAAtADQAMgAxAGEALQBhADcANAAzAC0AYQBiADEAOQBhADEAZQBjADQAMAA1ADcAIgB9AA
New outward facing systems are routinely penetration testing by an independent body (frequently Jisc),Pen testing,#230078,Cyber security,Digital Infrastructure,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:17,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIAZgA2ADgAMwAzAGMAMQA5AC0AMQA0ADAAMgAtADQAZgAxADAALQA5ADkAZAAyAC0AYgBhADYANgA3ADQAMgBlAGQANQA0ADIAIgB9AA
New outward facing systems are routinely penetration testing by an independent body (frequently Jisc),Cyber security support (general),#230078,Cyber security,Digital Infrastructure,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:17,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIAZgA2ADgAMwAzAGMAMQA5AC0AMQA0ADAAMgAtADQAZgAxADAALQA5ADkAZAAyAC0AYgBhADYANgA3ADQAMgBlAGQANQA0ADIAIgB9AA
"The university is migrating much of its infrastructure to the cloud in 2021/22 (mostly to Azure, some AWS) and requires procurement support through OCRE and there is some scope for adhoc consultancy support (though the tender was won by another provider).",Cloud support,#230078,Cloud/T&I,Digital Infrastructure,478,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,07/10/2021 10:19,https://dovetailapp.com/data/4aenI5bCexzvN7lFc9xFtY#v=ewAiAGgAIgA6ACIAZgBkADUAOQAyADQAYgBjAC0AMwBjAGIANgAtADQANwA0ADEALQBhAGYANAAyAC0AZQA4ADEAOQBmADMAZQA4AGQAMwAwAGIAIgB9AA
There is a strong desire to implement a cloud strategy,Cloud support,#230078,Cloud/T&I,Digital Infrastructure,130,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,19/10/2021 10:15,https://dovetailapp.com/data/4iXOzw3O7xTI3ku2ruQAMZ#v=ewAiAGgAIgA6ACIAMAA5ADQAYwA4ADkAMwA4AC0AMwA5ADIANQAtADQAZAA3ADUALQA5ADEAZQAyAC0AMgA3AGYAZAA2AGMAMQA0AGQANQBhADUAIgB9AA
Concerns at fragmentation of governance,Strategy support,#a00064,Capacity building,Tags,130,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,19/10/2021 10:17,https://dovetailapp.com/data/4iXOzw3O7xTI3ku2ruQAMZ#v=ewAiAGgAIgA6ACIAMgAwADUAOQBiAGUAZQA3AC0AMABlADIAMAAtADQAMQA4ADAALQBiADcANwA1AC0AMwBkADMAMQAzADMAZABhADEAOQAxAGIAIgB9AA
There is a recognised need to review procedures for the induction of external examiners. ,General improvement,#8cb41e,General needs,Tags,130,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,19/10/2021 10:15,https://dovetailapp.com/data/4iXOzw3O7xTI3ku2ruQAMZ#v=ewAiAGgAIgA6ACIAOAAxADAANwAyADQAZAA4AC0AOQA2AGQAZgAtADQAMgBhADEALQBhAGQANwAwAC0AOQA2ADIANAAwAGIAYgA5AGMANAA2ADIAIgB9AA
There is a clear need to work out governance models to ensure a planned approach to support a project-managed implementation of technical infrastructure improvement and development. ,Infrastructure support,#230078,General IT,Digital Infrastructure,130,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,19/10/2021 10:16,https://dovetailapp.com/data/4iXOzw3O7xTI3ku2ruQAMZ#v=ewAiAGgAIgA6ACIAYQA1ADEANwA5ADAAMwBkAC0AMgBiAGYANgAtADQAMQA3ADMALQA5ADAAMAAyAC0AZQA4ADEAYwA2ADMAYgAwAGYAZgBjAGQAIgB9AA
Improve security posture,Cyber security review/assessment,#230078,Cyber security,Digital Infrastructure,130,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,19/10/2021 10:17,https://dovetailapp.com/data/4iXOzw3O7xTI3ku2ruQAMZ#v=ewAiAGgAIgA6ACIAYQA1AGMANwAwADUAMgA4AC0AOQBkADMAOQAtADQAZABiADUALQA4AGQANgA2AC0AYgBiADYANgA1AGUANgA0ADQAOQBmAGMAIgB9AA
Concerns at lack of IT human resource levels and what realistically can be achieved.,Staff recruitment issues,#8cb41e,General needs,Tags,130,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,19/10/2021 10:17,https://dovetailapp.com/data/4iXOzw3O7xTI3ku2ruQAMZ#v=ewAiAGgAIgA6ACIAYgAyADkAOQBhAGMAOAA3AC0AYgBmAGUAZgAtADQAOQA4ADMALQA4ADcAMQA0AC0AYQAxAGYAZQBkAGUAMwBhADkAZABiADUAIgB9AA
"Looking at options for their research data storage, currently looking at Azure through ",Cloud support,#230078,Cloud/T&I,Digital Infrastructure,130,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,19/10/2021 10:16,https://dovetailapp.com/data/4iXOzw3O7xTI3ku2ruQAMZ#v=ewAiAGgAIgA6ACIAZAAwADQANABhAGYANAAzAC0AMQA4ADUAMwAtADQANAAyAGIALQBiADYAOAA3AC0AYQAyADIAYQBhADQAZgA1ADgANABlAGUAIgB9AA
"Looking at options for their research data storage, currently looking at Azure through ",RDM,#00b4c8,Research,Tags,130,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,19/10/2021 10:16,https://dovetailapp.com/data/4iXOzw3O7xTI3ku2ruQAMZ#v=ewAiAGgAIgA6ACIAZAAwADQANABhAGYANAAzAC0AMQA4ADUAMwAtADQANAAyAGIALQBiADYAOAA3AC0AYQAyADIAYQBhADQAZgA1ADgANABlAGUAIgB9AA
 Funding to improve security posture to set them apart from others,Financial/resource constraints,#8cb41e,General needs,Tags,130,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,19/10/2021 10:17,https://dovetailapp.com/data/4iXOzw3O7xTI3ku2ruQAMZ#v=ewAiAGgAIgA6ACIAZQAyAGUAMQBlADAAOABmAC0ANAA2ADgAMQAtADQAOQAzADkALQBhAGYAMgA0AC0ANABjADMANAA1ADcAYgA1ADYAMAA3ADYAIgB9AA
 Funding to improve security posture to set them apart from others,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,130,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,19/10/2021 10:17,https://dovetailapp.com/data/4iXOzw3O7xTI3ku2ruQAMZ#v=ewAiAGgAIgA6ACIAZQAyAGUAMQBlADAAOABmAC0ANAA2ADgAMQAtADQAOQAzADkALQBhAGYAMgA0AC0ANABjADMANAA1ADcAYgA1ADYAMAA3ADYAIgB9AA
There is a clear need to develop an IT/Digital strategy currently underway,Digital strategy,#230078,General IT,Digital Infrastructure,130,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,19/10/2021 10:16,https://dovetailapp.com/data/4iXOzw3O7xTI3ku2ruQAMZ#v=ewAiAGgAIgA6ACIAZgBjADAAOQBlADQAYgA4AC0ANgBmAGQAYQAtADQANgBmADMALQBhADUAYQAxAC0AZAAyADAAYgBmAGMAOQA4ADQAMgA4ADQAIgB9AA
More managed services eg Managed SOC,Managed services,#230078,General IT,Digital Infrastructure,37,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,18/11/2021 11:46,https://dovetailapp.com/data/4vH3KySjviQs9v8kEYOSJR#v=ewAiAGgAIgA6ACIANQBiADgAMgA4ADMANABlAC0AMQBjAGYANwAtADQANAA2ADgALQA5ADAAMwBhAC0AMABlADUANgAxADcANAAzADMAYgA2AGMAIgB9AA
Guidance on the University strategy for 2023,Strategy support,#a00064,Capacity building,Tags,37,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,18/11/2021 11:46,https://dovetailapp.com/data/4vH3KySjviQs9v8kEYOSJR#v=ewAiAGgAIgA6ACIANgA3ADUAMQBkADYAYgA2AC0ANwAzADIAOQAtADQANQBlADYALQBiADYAMgBlAC0AOQA3AGUANAA3ADEAMwAzADIAYQBiAGUAIgB9AA
"DEI and BDC, they have enquired several times about costs but nothing has ever progressed from their side",BDC service,#a00064,Digital skills and capabilities,Tags,37,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,18/11/2021 11:47,https://dovetailapp.com/data/4vH3KySjviQs9v8kEYOSJR#v=ewAiAGgAIgA6ACIAOABiADIAYQAzADgAMwA4AC0ANgA5AGYAYQAtADQAMQA0ADEALQBiADUAMABlAC0AMwAxADIAMwBjADIANAA0ADkAZABhADEAIgB9AA
"DEI and BDC, they have enquired several times about costs but nothing has ever progressed from their side",Digital capabilities,#a00064,Digital skills and capabilities,Tags,37,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,18/11/2021 11:47,https://dovetailapp.com/data/4vH3KySjviQs9v8kEYOSJR#v=ewAiAGgAIgA6ACIAOABiADIAYQAzADgAMwA4AC0ANgA5AGYAYQAtADQAMQA0ADEALQBiADUAMABlAC0AMwAxADIAMwBjADIANAA0ADkAZABhADEAIgB9AA
Even though they have ISO27132 they have expressed an interest in CE+ because this seems to them to be a more recognised certification.,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,37,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,18/11/2021 11:47,https://dovetailapp.com/data/4vH3KySjviQs9v8kEYOSJR#v=ewAiAGgAIgA6ACIAYQBiADEAMgBhADYAMgBkAC0AMwAyADYANAAtADQAMwBiADQALQBiADYAOQA4AC0AZgBhAGQAZgBlADAANgAyADAAOAAyAGEAIgB9AA
"Guidance around ?Curriculum and Admissions 23? projects in the form of perhaps an Infrastructure review, financial x-rays and support from the subject specialists",Advice and guidance,#a00064,Capacity building,Tags,37,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,18/11/2021 11:46,https://dovetailapp.com/data/4vH3KySjviQs9v8kEYOSJR#v=ewAiAGgAIgA6ACIAZAA0ADkAZQA4AGEANgA1AC0AMAAzADAAYQAtADQAMgA1ADIALQBhAGQAYwA0AC0AMABjAGYAYgA1AGIAMABhAGQAMQBkADIAIgB9AA
"Guidance around ?Curriculum and Admissions 23? projects in the form of perhaps an Infrastructure review, financial x-rays and support from the subject specialists",Curriculum support,#ff6e00,Digital pedogogy,Learning and teaching,37,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,18/11/2021 11:46,https://dovetailapp.com/data/4vH3KySjviQs9v8kEYOSJR#v=ewAiAGgAIgA6ACIAZAA0ADkAZQA4AGEANgA1AC0AMAAzADAAYQAtADQAMgA1ADIALQBhAGQAYwA0AC0AMABjAGYAYgA1AGIAMABhAGQAMQBkADIAIgB9AA
Virtual classroom/intelligent campus,Intelligent campus,#e64632,EdTech,Learning and teaching,37,AEP HE,Data,England,,HE Members,Higher Education Institution,2. Managed: Engagement plan approved,,18/11/2021 11:47,https://dovetailapp.com/data/4vH3KySjviQs9v8kEYOSJR#v=ewAiAGgAIgA6ACIAZQBkADUAYwAwADAANQBiAC0AYgAzADQANgAtADQANQA3ADAALQA5AGMAMgAzAC0AZABhADEAMQAxAGIAMwAwADUAYgBhAGEAIgB9AA
