Text,Tag,Tag - Color,Tag - Group,Tag - Board,Note - Title,Note - Group,Note - Board,Note - Country,Note - Account,Note - Sector,Note - Account type,Note - Status,Insights,Created,URL
Cloud Support and advice,Cloud support,#230078,Cloud/T&I,Digital Infrastructure,725,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 15:55,https://dovetailapp.com/data/1wIfRSDXDE0jMHceonHK4X#v=ewAiAGgAIgA6ACIAZAA3ADMAOAAwAGYAMgAzAC0ANQA0ADYAZgAtADQAOQBjAGYALQBiADcANgBlAC0AMgAzADQAOAA5ADAANQAxADgANwAyAGMAIgB9AA
Ransomware update webinars,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,725,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 15:54,https://dovetailapp.com/data/1wIfRSDXDE0jMHceonHK4X#v=ewAiAGgAIgA6ACIAZQAwADMAMABlADkAMgAwAC0ANQBmAGUANgAtADQAMABmADQALQBhADkANAA5AC0ANQBkADUAZgA1ADUAMwAwADUAYQA0AGQAIgB9AA
Ransomware update webinars,Advice and guidance,#a00064,Capacity building,Tags,725,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 15:54,https://dovetailapp.com/data/1wIfRSDXDE0jMHceonHK4X#v=ewAiAGgAIgA6ACIAZQAwADMAMABlADkAMgAwAC0ANQBmAGUANgAtADQAMABmADQALQBhADkANAA5AC0ANQBkADUAZgA1ADUAMwAwADUAYQA0AGQAIgB9AA
Cyber Essentials re-certification Cyber Essentials Plus Certification ,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,725,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 15:54,https://dovetailapp.com/data/1wIfRSDXDE0jMHceonHK4X#v=ewAiAGgAIgA6ACIAZQBmADcAMgAwADQAZgBlAC0AMwA2AGYAYwAtADQAOABhADQALQA4ADEAOQAzAC0AZAAyAGIANAA2AGUAYQBhADkAMABmAGMAIgB9AA
Principals update on Cyber Security ,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,725,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 15:56,https://dovetailapp.com/data/1wIfRSDXDE0jMHceonHK4X#v=ewAiAGgAIgA6ACIAZgAyADkAMgBkADcAOAAwAC0AYgBlADQAYgAtADQAYgA5AGMALQBhADgANQBmAC0AMwBjAGQAMgAyADkAMwA5ADkAMABhADQAIgB9AA
Principals update on Cyber Security ,Advice and guidance,#a00064,Capacity building,Tags,725,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 15:56,https://dovetailapp.com/data/1wIfRSDXDE0jMHceonHK4X#v=ewAiAGgAIgA6ACIAZgAyADkAMgBkADcAOAAwAC0AYgBlADQAYgAtADQAYgA5AGMALQBhADgANQBmAC0AMwBjAGQAMgAyADkAMwA5ADkAMABhADQAIgB9AA
Connectivity and resilience review,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,725,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 15:52,https://dovetailapp.com/data/1wIfRSDXDE0jMHceonHK4X#v=ewAiAGgAIgA6ACIAZgBmADEANwA4ADQAYgA1AC0AMAA0AGEAZAAtADQAMgAzADQALQBhADUANwBmAC0ANAAwADgAZAA0AGUANwBkADYAMAA0AGUAIgB9AA
Support implementing SIEM and tailoring to needs,Managed SIEM,#230078,Cyber security,Digital Infrastructure,2607,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:35,https://dovetailapp.com/data/1yzXfM8VkWrTLe4c7fI2EW#v=ewAiAGgAIgA6ACIAMQBlADIAMABhADIAYwAzAC0ANgAwADUAOQAtADQAMAAwADkALQA5ADkANwBiAC0ANQA3ADMAMgBiADQAMgAxADgAOABkADkAIgB9AA
Access to learning resources,Access to resources,#a05000,Digital resources,Learning and teaching,2607,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:35,https://dovetailapp.com/data/1yzXfM8VkWrTLe4c7fI2EW#v=ewAiAGgAIgA6ACIANQA0ADcAYwA0AGEAZQAzAC0ANQA3ADIAMwAtADQAMAA4ADYALQBhADcAMQAxAC0AOABmAGYAZAAwADIAZgBmADIAOAA4ADkAIgB9AA
Usage of Jisc content is very low and there is potential for greater use of funded collections and the new skills services,DLR usage,#a05000,Digital resources,Learning and teaching,2607,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:35,https://dovetailapp.com/data/1yzXfM8VkWrTLe4c7fI2EW#v=ewAiAGgAIgA6ACIANwBkADMAOAA2AGMANAAxAC0AZAA0ADIAYgAtADQAZABmADYALQBiAGIAZgAxAC0AYQA2AGIAYgAxAGYAOABiADUAMgA2AGEAIgB9AA
Connectivity to support estates development plans,Campus redevelopment,#230078,General IT,Digital Infrastructure,2607,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:36,https://dovetailapp.com/data/1yzXfM8VkWrTLe4c7fI2EW#v=ewAiAGgAIgA6ACIAOAA0AGUAYwBiADQANAAwAC0AMgA1ADMAMQAtADQANAA5ADIALQA5AGQAZABhAC0AYQAxADkAZgA0AGEAOAA0ADMAOQA4AGEAIgB9AA
Connectivity to support estates development plans,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,2607,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:36,https://dovetailapp.com/data/1yzXfM8VkWrTLe4c7fI2EW#v=ewAiAGgAIgA6ACIAOAA0AGUAYwBiADQANAAwAC0AMgA1ADMAMQAtADQANAA5ADIALQA5AGQAZABhAC0AYQAxADkAZgA0AGEAOAA0ADMAOQA4AGEAIgB9AA
Robust Cyber Security protections across the college ,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,2607,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:35,https://dovetailapp.com/data/1yzXfM8VkWrTLe4c7fI2EW#v=ewAiAGgAIgA6ACIAYwBlADgANwBlADYAOAAyAC0AYgAxADgANgAtADQANwBiAGEALQA4ADcAMgA5AC0AZABlADQAMwBhADkAOQBjADAAZgBkAGMAIgB9AA
Minimising any cost outlays,Financial/resource constraints,#8cb41e,General needs,Tags,1199,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 16:04,https://dovetailapp.com/data/1CCYocHS5nxhPTNiXHgsgI#v=ewAiAGgAIgA6ACIAMgAxADMAMgBiADMAYwBiAC0AYQAyADcANAAtADQAMwA5AGYALQA4ADIAOAAwAC0AOAA2ADgAZABkAGMAMgA3ADgAYgAyADUAIgB9AA
Ensuring services are not being used at cost that are no longer required,Financial/resource constraints,#8cb41e,General needs,Tags,1199,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 16:06,https://dovetailapp.com/data/1CCYocHS5nxhPTNiXHgsgI#v=ewAiAGgAIgA6ACIAMwA1ADAANQA5ADgAMAA4AC0AOQBmADgAOQAtADQANgA4ADMALQBhADQAMQAzAC0ANgBjADIAYwBhAGYANABlADYAZgAyADMAIgB9AA
General assistance winding down particularly with advice and guidance for interim issues,Advice and guidance,#a00064,Capacity building,Tags,1199,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 16:06,https://dovetailapp.com/data/1CCYocHS5nxhPTNiXHgsgI#v=ewAiAGgAIgA6ACIAZQA2AGQAOABiADIAOQBlAC0AYwAxADQANQAtADQANwAzAGIALQA4AGUAYgBlAC0ANQA4ADAANwAyAGEAZQAxADgANwBjADMAIgB9AA
Firewall and licensing support,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,1199,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,06/10/2021 16:06,https://dovetailapp.com/data/1CCYocHS5nxhPTNiXHgsgI#v=ewAiAGgAIgA6ACIAZQBjADIAYgAwAGEANwA5AC0AZgBhAGIAYwAtADQAOQBjAGYALQBiADMAMwAyAC0AMQAxADUANABjADMAMgBjAGQAYQA5ADYAIgB9AA
Cyber Essentials renewal due 4 December 2021. CE+ to follow.,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,1198,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:48,https://dovetailapp.com/data/1GhnZ56wWXavyN2FM8Z6tb#v=ewAiAGgAIgA6ACIANABlADcAMAA1AGYAOABiAC0AZQBmAGUAOAAtADQAZgA0AGEALQBiADEAZQA3AC0AYgBiADgAYQA0AGEAOQBiAGEAOQBhAGUAIgB9AA
"The college has considered simulated phishing from Khipu and may take up this, or related services.",Cyber security support (general),#230078,Cyber security,Digital Infrastructure,1198,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 11:48,https://dovetailapp.com/data/1GhnZ56wWXavyN2FM8Z6tb#v=ewAiAGgAIgA6ACIAZABiADcAZQBlADIANAA3AC0AYgBmADUAMAAtADQAYQAxADUALQBhADEAZgA2AC0ANgAwAGUAZAA2ADMAYwA4AGYAMwA1ADMAIgB9AA
Barriers around the provision of pathways for students moving from FE to HE,Digital pedagogy,#ff6e00,Digital pedogogy,Learning and teaching,7096,AEP FE and skills,Data,Scotland,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,15/09/2021 17:05,https://dovetailapp.com/data/1OdL0gfPGHGyctqgPve2f5#v=ewAiAGgAIgA6ACIANAAzADgAOABmAGEAYQA5AC0AZgBjAGMAZgAtADQAYgAzAGUALQA5ADUANAA0AC0AMwA2ADIAZQA0AGQAYQBkAGQANQBmAGQAIgB9AA
Improved digital skills across the institutio,Digital capabilities,#a00064,Digital skills and capabilities,Tags,7096,AEP FE and skills,Data,Scotland,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,15/09/2021 17:05,https://dovetailapp.com/data/1OdL0gfPGHGyctqgPve2f5#v=ewAiAGgAIgA6ACIAYQA4ADYAOQA4AGMAOQA0AC0AYgBjAGMAOAAtADQAMwAyADkALQBiADgAOQAzAC0AYwAyAGEAYQA0ADgAMwAwAGUAYQBjAGIAIgB9AA
Any help with cost saving - one priority is making every pound count!,Financial/resource constraints,#8cb41e,General needs,Tags,466,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 12:08,https://dovetailapp.com/data/1X2BqqYUEv9hFm4UGkgdvy#v=ewAiAGgAIgA6ACIAMgBhAGEAZAAxADkANAA5AC0ANAAwAGIAMwAtADQAZQA1AGUALQA4ADAANgA0AC0AMwAzADIAZgA1ADMANAA1ADYAZQA3ADYAIgB9AA
Cyber security support - CE and CE+,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,466,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 12:09,https://dovetailapp.com/data/1X2BqqYUEv9hFm4UGkgdvy#v=ewAiAGgAIgA6ACIAMgBjADYAMgA4ADMANQBiAC0AZgBlADAANwAtADQAZAAyADYALQBhADQAMQA4AC0AZQAyAGYANgBiADkANwBkADYANgBiAGYAIgB9AA
Need to ensure that they make the most of Jisc services.,Maximise Jisc membership,#8cb41e,General needs,Tags,466,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 12:08,https://dovetailapp.com/data/1X2BqqYUEv9hFm4UGkgdvy#v=ewAiAGgAIgA6ACIANwA0AGMAMgBkADkAOAAxAC0AZgBlADEAZgAtADQANgA0AGYALQA5ADMAOQA0AC0AMgA1ADMANABmAGUAMwAyAGQAMgBhADUAIgB9AA
 Cyber essentials not achieved as yet - promote the service and provide notification of support available,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,466,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 12:10,https://dovetailapp.com/data/1X2BqqYUEv9hFm4UGkgdvy#v=ewAiAGgAIgA6ACIAOAAxAGEAMwBhADgAMwBlAC0AYwAwADUAZgAtADQAOQBjADIALQA4AGIAYQA1AC0ANwBiADMANAA2ADkAMAAzADEAZAA3ADQAIgB9AA
Budget implications and financial constraints,Financial/resource constraints,#8cb41e,General needs,Tags,466,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 12:10,https://dovetailapp.com/data/1X2BqqYUEv9hFm4UGkgdvy#v=ewAiAGgAIgA6ACIAOAA2ADQAMwAzADkANgA2AC0ANAA0AGIANAAtADQAYQA3AGYALQBhADcANQBmAC0ANgAyADkANQA4AGMAMgBlADMAYgAxAGQAIgB9AA
Some support may be needed to support the LRC as they struggle to access resources at times ,Digital resources (general),#a05000,Digital resources,Learning and teaching,466,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 12:09,https://dovetailapp.com/data/1X2BqqYUEv9hFm4UGkgdvy#v=ewAiAGgAIgA6ACIAYgAxADQAZQAxADUANAAzAC0AMQA0ADEANwAtADQANQBjADcALQBiADUAYwAyAC0ANAA2ADcAOAA1ADYAYgA1AGUAMwA4ADcAIgB9AA
Some support may be needed to support the LRC as they struggle to access resources at times ,Access to resources,#a05000,Digital resources,Learning and teaching,466,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 12:09,https://dovetailapp.com/data/1X2BqqYUEv9hFm4UGkgdvy#v=ewAiAGgAIgA6ACIAYgAxADQAZQAxADUANAAzAC0AMQA0ADEANwAtADQANQBjADcALQBiADUAYwAyAC0ANAA2ADcAOAA1ADYAYgA1AGUAMwA4ADcAIgB9AA
Janet connection upgrade ?,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,466,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 12:09,https://dovetailapp.com/data/1X2BqqYUEv9hFm4UGkgdvy#v=ewAiAGgAIgA6ACIAYgBiADMAOAA2ADMANAAyAC0AOAA4ADkAOQAtADQAZABjAGMALQA5ADEANgA4AC0AZAA1ADcAYQAxAGUAYwBjAGUAMgAwAGYAIgB9AA
Support the college with a refreshed view of the IR report and highlight recommendations to help the college move forward,Review/Audit,#a00064,Capacity building,Tags,466,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 12:09,https://dovetailapp.com/data/1X2BqqYUEv9hFm4UGkgdvy#v=ewAiAGgAIgA6ACIAYwBiADQAYwA5ADcAMQA2AC0AOABhADEAZgAtADQAMgBmADQALQA5AGUAMQA5AC0AMwA1ADAAMgA2AGMANgA4ADAAMwA4ADIAIgB9AA
Support to help with cyber security protection,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,466,AEP FE and skills,Data,England,,FE Members,Sixth Form College,2. Managed: Engagement plan approved,,16/09/2021 12:09,https://dovetailapp.com/data/1X2BqqYUEv9hFm4UGkgdvy#v=ewAiAGgAIgA6ACIAZgBjADgAMwA3ADkANQAwAC0ANABlADgAMwAtADQANQA4ADYALQBhAGMAYQA1AC0AMwBkADEANgBlADgANQA5AGQAMgBlAGUAIgB9AA
Managed SIEM ,Managed SIEM,#230078,Cyber security,Digital Infrastructure,724,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,08/10/2021 14:30,https://dovetailapp.com/data/1YfDgD05YrNNsjJfrDtIdi#v=ewAiAGgAIgA6ACIAMQAyAGIANABiADkAMwA1AC0AMQBlADYAYQAtADQANgBkADgALQBhADAAZAA4AC0ANAA4ADcAOAAwAGUAZQAxAGQAOQAxADkAIgB9AA
Taking full advantage of Jisc services included in membership,Maximise Jisc membership,#8cb41e,General needs,Tags,724,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,08/10/2021 14:30,https://dovetailapp.com/data/1YfDgD05YrNNsjJfrDtIdi#v=ewAiAGgAIgA6ACIANgAzAGYANABiADcAMABkAC0AYwA0AGYAMAAtADQAYgBjADUALQBiADQAMgA2AC0AMwAxAGMAZgBlADgAZAA5ADIANABhAGIAIgB9AA
Digital resources,Digital resources (general),#a05000,Digital resources,Learning and teaching,724,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,08/10/2021 14:30,https://dovetailapp.com/data/1YfDgD05YrNNsjJfrDtIdi#v=ewAiAGgAIgA6ACIAOAA5ADAAZgA2AGYAYQBhAC0AOAA4AGEANgAtADQAOABkADAALQA5AGYAZAA5AC0AMgBhADYANQBjADkAMgA1ADAANQBmAGQAIgB9AA
Cyber security assessmen,Cyber security review/assessment,#230078,Cyber security,Digital Infrastructure,724,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,08/10/2021 14:30,https://dovetailapp.com/data/1YfDgD05YrNNsjJfrDtIdi#v=ewAiAGgAIgA6ACIAYgBjADQAMgAzADAAMgBhAC0ANwAwADQAMwAtADQAMAA3ADUALQA5AGEAMwBlAC0AYgAxADAAMwBkAGQAOAAzADgANAAxADAAIgB9AA
Digital strategy including VLE platform,VLE,#e64632,EdTech,Learning and teaching,706,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:09,https://dovetailapp.com/data/1ZjuwbQmd0EpnhaKxMkdDt#v=ewAiAGgAIgA6ACIAMwA0AGIAMAAxADEAMwA4AC0AYgA1ADkAMwAtADQAZgAyAGEALQA5ADEAMgA2AC0AMQAyADAAYQBiAGMAZgA1ADUAZgA2AGIAIgB9AA
Digital strategy including VLE platform,Strategy support,#a00064,Capacity building,Tags,706,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:09,https://dovetailapp.com/data/1ZjuwbQmd0EpnhaKxMkdDt#v=ewAiAGgAIgA6ACIAMwA0AGIAMAAxADEAMwA4AC0AYgA1ADkAMwAtADQAZgAyAGEALQA5ADEAMgA2AC0AMQAyADAAYQBiAGMAZgA1ADUAZgA2AGIAIgB9AA
Pen testing,Pen testing,#230078,Cyber security,Digital Infrastructure,706,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:08,https://dovetailapp.com/data/1ZjuwbQmd0EpnhaKxMkdDt#v=ewAiAGgAIgA6ACIANAAxADQAZgBhAGIAMgAxAC0AZQAwADEANAAtADQANABjAGYALQA5AGEANwAxAC0AOAA3ADkAMwBkAGUANQBiAGIAMwA4AGEAIgB9AA
Ebooks usage support,e-Books for FE,#a05000,Digital resources,Learning and teaching,706,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:08,https://dovetailapp.com/data/1ZjuwbQmd0EpnhaKxMkdDt#v=ewAiAGgAIgA6ACIANwAzADkAOABmADUAZgBmAC0AZgBiADgAYwAtADQAYQAyAGMALQA5ADcAYgBjAC0AZAA1ADYAMwAyADIAMgA1ADgANAAzAGIAIgB9AA
Intersites,Intersite connectivity,#230078,Network and connectivity,Digital Infrastructure,706,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:09,https://dovetailapp.com/data/1ZjuwbQmd0EpnhaKxMkdDt#v=ewAiAGgAIgA6ACIAOQBhAGMAMAA5AGYANgAzAC0AMQA5AGQANAAtADQANgBhAGIALQBiADcAMgA0AC0ANQBjADAANABiAGMAOAA2AGEAOABiAGMAIgB9AA
Cloud support,Cloud support,#230078,Cloud/T&I,Digital Infrastructure,706,AEP FE and skills,Data,England,,FE Members,Further Education College - General,2. Managed: Engagement plan approved,,07/10/2021 10:09,https://dovetailapp.com/data/1ZjuwbQmd0EpnhaKxMkdDt#v=ewAiAGgAIgA6ACIAZQAyADgAYgA0ADEAZQA0AC0AZAA4ADcAOAAtADQAYQA0ADgALQA4ADkAOQBmAC0AYQAwADgAMQA0ADcAOAA4ADEAMwA2ADcAIgB9AA
Cyber security advice and services,Cyber security support (general),#230078,Cyber security,Digital Infrastructure,20,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,06/10/2021 16:03,https://dovetailapp.com/data/20C3cXvqPPmgbWsXicrJfT#v=ewAiAGgAIgA6ACIAMQBmAGUAZgBlAGMAYwA4AC0AMwAxADkAMQAtADQAMQA3AGUALQBiAGQAYwAzAC0ANgAyAGUANQBkAGYAZQA5AGMANAA4ADMAIgB9AA
Resource surfacing and usage monitoring services,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,20,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,06/10/2021 16:04,https://dovetailapp.com/data/20C3cXvqPPmgbWsXicrJfT#v=ewAiAGgAIgA6ACIAMgA1AGQAMAA4AGEAYwA1AC0AMgBiADYANgAtADQAYQAzADUALQA4AGMAMwAxAC0AYQA4ADQAYQBmADkAZABjADIAYgAzAGYAIgB9AA
Estates redevelopment likely to reuire infrstructure and connectivity,Connectivity (general),#230078,Network and connectivity,Digital Infrastructure,20,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,06/10/2021 16:04,https://dovetailapp.com/data/20C3cXvqPPmgbWsXicrJfT#v=ewAiAGgAIgA6ACIAMwA0AGEAMABjADQANQA5AC0AZQAzADEAYQAtADQAYQBhADIALQBiAGUAMgA5AC0ANABiAGUAYgA2ADAAZQBhADYAZAAzADYAIgB9AA
Estates redevelopment likely to reuire infrstructure and connectivity,Campus redevelopment,#230078,General IT,Digital Infrastructure,20,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,06/10/2021 16:04,https://dovetailapp.com/data/20C3cXvqPPmgbWsXicrJfT#v=ewAiAGgAIgA6ACIAMwA0AGEAMABjADQANQA5AC0AZQAzADEAYQAtADQAYQBhADIALQBiAGUAMgA5AC0ANABiAGUAYgA2ADAAZQBhADYAZAAzADYAIgB9AA
Support and as the college through multi-domain migration with greater use of |Jisc cloud services,Cloud support,#230078,Cloud/T&I,Digital Infrastructure,20,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,06/10/2021 16:03,https://dovetailapp.com/data/20C3cXvqPPmgbWsXicrJfT#v=ewAiAGgAIgA6ACIAMwBlAGMANAA0AGEAZgAwAC0AZgBmAGQAYgAtADQANABiADIALQA4ADMAZgBmAC0AYgBmAGEANgBkAGQANgA3AGIAOAA0AGQAIgB9AA
Consultancy support with infrastructural changes resulting from the academisation process ,Consultancy/retained expertise,#a00064,Capacity building,Tags,20,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,06/10/2021 16:03,https://dovetailapp.com/data/20C3cXvqPPmgbWsXicrJfT#v=ewAiAGgAIgA6ACIANQBlADQANwA4ADAAOQA3AC0AYwA2ADcAZQAtADQANABlADUALQBhADUAOQBlAC0AYgBjADcANwAyAGEAMgA1ADIAYwBiADEAIgB9AA
Consultancy support with infrastructural changes resulting from the academisation process ,Review/Audit,#a00064,Capacity building,Tags,20,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,06/10/2021 16:03,https://dovetailapp.com/data/20C3cXvqPPmgbWsXicrJfT#v=ewAiAGgAIgA6ACIANQBlADQANwA4ADAAOQA3AC0AYwA2ADcAZQAtADQANABlADUALQBhADUAOQBlAC0AYgBjADcANwAyAGEAMgA1ADIAYwBiADEAIgB9AA
Consultancy support with infrastructural changes resulting from the academisation process ,Infrastructure support,#230078,General IT,Digital Infrastructure,20,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,06/10/2021 16:03,https://dovetailapp.com/data/20C3cXvqPPmgbWsXicrJfT#v=ewAiAGgAIgA6ACIANQBlADQANwA4ADAAOQA3AC0AYwA2ADcAZQAtADQANABlADUALQBhADUAOQBlAC0AYgBjADcANwAyAGEAMgA1ADIAYwBiADEAIgB9AA
Pen testing,Pen testing,#230078,Cyber security,Digital Infrastructure,26004,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,06/10/2021 15:09,https://dovetailapp.com/data/22wkPjO5OHMgdiCRzWMzYJ#v=ewAiAGgAIgA6ACIAMgBhADUAYgAwAGIAMABjAC0AMwA3AGUAYwAtADQANwBkADIALQA5ADIAOQA1AC0AOAAyADUAMAA3ADIAZQA5ADAANAA2ADEAIgB9AA
aking full advantage of Jisc membership,Maximise Jisc membership,#8cb41e,General needs,Tags,26004,AEP FE and skills,Data,England,,FE Members,Academy Trust,2. Managed: Engagement plan approved,,06/10/2021 15:10,https://dovetailapp.com/data/22wkPjO5OHMgdiCRzWMzYJ#v=ewAiAGgAIgA6ACIAOQBmADQAYQA2AGMANgA5AC0AYQBhADEAZAAtADQANgBiAGEALQBiADgAMgA4AC0AZgAxADUAMgBlADAAZgBmADMANAA4AGYAIgB9AA
Intersite,Intersite connectivity,#230078,Network and connectivity,Digital Infrastructure,851,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,05/10/2021 14:51,https://dovetailapp.com/data/22F80NJUDqcQbCVitKnwIK#v=ewAiAGgAIgA6ACIAMwA4AGEAYgBmADgAZAA3AC0AZgA1AGMAYgAtADQAOQBhAGEALQA4ADMAMgAyAC0AZAA1ADUAMABjADYANABkAGYAZQBjAGEAIgB9AA
MFA / Cloud security,Trust and identity,#230078,Cloud/T&I,Digital Infrastructure,851,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,05/10/2021 14:50,https://dovetailapp.com/data/22F80NJUDqcQbCVitKnwIK#v=ewAiAGgAIgA6ACIAOQA1ADgANQA2ADUAZQA0AC0AMQBjADcAMgAtADQAOAA2ADMALQA5AGYANwAyAC0AMgBhADQAZgA4AGEAOAAxADYAOABlADEAIgB9AA
MFA / Cloud security,Cloud support,#230078,Cloud/T&I,Digital Infrastructure,851,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,05/10/2021 14:50,https://dovetailapp.com/data/22F80NJUDqcQbCVitKnwIK#v=ewAiAGgAIgA6ACIAOQA1ADgANQA2ADUAZQA0AC0AMQBjADcAMgAtADQAOAA2ADMALQA5AGYANwAyAC0AMgBhADQAZgA4AGEAOAAxADYAOABlADEAIgB9AA
CE,Cyber Essentials + Plus,#a00064,Cyber security,Digital Infrastructure,851,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,05/10/2021 14:50,https://dovetailapp.com/data/22F80NJUDqcQbCVitKnwIK#v=ewAiAGgAIgA6ACIAYQAyADcAOQA1AGIAMwBlAC0AOAAzADkANAAtADQAOABlADkALQBhADgANgBhAC0AZgBlAGEAOQAzAGQAMQA4ADUANwBkADgAIgB9AA
Teams implementation,Infrastructure support,#230078,General IT,Digital Infrastructure,851,AEP FE and skills,Data,England,,FE Members,Further Education College - Specialist,2. Managed: Engagement plan approved,,05/10/2021 14:50,https://dovetailapp.com/data/22F80NJUDqcQbCVitKnwIK#v=ewAiAGgAIgA6ACIAZQA0ADkANgA2AGUAMwAxAC0ANwA5ADIAMQAtADQAYwBkADUALQBiADQAOAAwAC0AMABhADUAYgBmADYANgBmAGUAMwA3ADQAIgB9AA
